"Data compilation used in calculation of N budget, organized by year of publication. ",,,,,,,,,,,,,,,,,,
Geologic Setting abbreviations:  O = Oceanic; C = Continental; S = Sediment; L = Lithosphere; A = altered (<300°C); M = metamorphosed (>300 °C); M = primary mantle volcanics; X = xenoliths; OIB = Ocean Isl_and_ Basalt; VV= Volcanic volatiles,,,,,,,,,,,,,,,,,,
Rock name abbreviations: BIF = b_and_ed iron formation; MORB = mid-ocean ridge basalt; OIB = ocean isl_and_ basalt; F = fluid; G = gas,,,,,,,,,,,,,,,,,,
"Columns show, in order, References/notes, Sample name as used in original study, geologic setting (assigned by us), rock type (after original study), Age (Ga), δ15N _and_ error, N concentration (ppm), δ 13 C, Yb, Lu, _and_ Rb concentration (ppm), K2O (wt. %), _and_ Ar data where available  ",,,,,,,,,,,,,,,,,,
Full references are in the Supplementary References document. ,,,,,,,,,,,,,,,,,,
Source/Notes,Sample Name,Geologic Setting,Rock Type,Year Published,Age,delta15N,error,N(ppm),delta13C,Yb,Lu,K2O (WT. %),Rb (ppm),40Ar/36Ar,36Ar (mol/g),Ar total (mol/g),N2/36Ar,N2/40Ar
,2-1-40,MOS,Schist,1997,0.1,2.5,,16,,,,,,,,,,
,3-1-37a,MOS,Schist,1997,0.1,2.4,,1200,,,,,,,,,,
,3-1-41,MOS,Schist,1997,0.1,2.1,,1480,,,,,,,,,,
,MBW-1,MOS,Muscovite,1997,0.1,2.5,,1770,,,,,,,,,,
,LCC-1,MOS,Muscovite,1997,0.1,2.6,,1680,,,,,,,,,,
,0-1-3V,MOS,Vein,1997,0.1,1.9,,300,,,,,,,,,,
,0-1-4V,MOS,Vein,1997,0.1,2.0,,95,,,,,,,,,,
,0-1-5V,MOS,Vein,1997,0.1,2.1,,110,,,,,,,,,,
,6-5-72V,MOS,Vein,1997,0.1,2.1,,270,,,,,,,,,,
,6-2-46V,MOS,Vein,1997,0.1,2.0,,50,,,,,,,,,,
,32-1-39V,MOS,Vein,1997,0.1,2.1,,190,,,,,,,,,,
,8-3-90,MOS,Conglomerate,1997,0.1,2.2,,690,,,,3.64,,,,,,
,9-1-50a,MOS,Conglomerate,1997,0.1,2.0,,570,,,,2.72,,,,,,
,9-1-50b,MOS,Conglomerate,1997,0.1,2.0,,750,,,,4.16,,,,,,
,9-1-50c,MOS,Conglomerate,1997,0.1,2.2,,730,,,,4.04,,,,,,
,9-1-50d,MOS,Conglomerate,1997,0.1,2.2,,730,,,,4.00,,,,,,
,SC4-56,MOS,Conglomerate,1997,0.1,2.2,,680,,,,3.44,,,,,,
,SC4-82,MOS,Conglomerate,1997,0.1,2.1,,640,,,,3.20,,,,,,
,SC4-96,MOS,Conglomerate,1997,0.1,2.1,,400,,,,2.98,,,,,,
,SC4-26,MOS,Conglomerate,1997,0.1,2.0,,290,,,,1.96,,,,,,
,SC3-2,MOS,Conglomerate,1997,0.1,2.2,,680,,,,3.88,,,,,,
,SC4-58,MOS,Conglomerate,1997,0.1,2.2,,660,,,,3.62,,,,,,
,LCC-218,MOS,Conglomerate,1997,0.1,2.6,,420,,,,2.62,,,,,,
,LCC-214,MOS,Conglomerate,1997,0.1,2.3,,400,,,,2.52,,,,,,
,LH3-42,MOS,Conglomerate,1997,0.1,2.5,,720,,,,3.82,,,,,,
,LHCNGL66,MOS,Conglomerate,1997,0.1,2.7,,45,,,,0.60,,,,,,
Schroeder_and_McLain_1998,1005,AOS,Shale,1998,0.01,,,,,,,,,,,,,
Illite/smectite clays,1880,AOS,Shale,1998,0.01,,,640,,,,,,,,,,
Sample names are core depths,2036,AOS,Shale,1998,0.01,,,540,,,,,,,,,,
,2719,AOS,Shale,1998,0.01,,,540,,,,,,,,,,
,2796,AOS,Shale,1998,0.01,,,670,,,,,,,,,,
,3328,AOS,Shale,1998,0.01,,,710,,,,,,,,,,
,3404,AOS,Shale,1998,0.01,,,750,,,,,,,,,,
,3841,AOS,Shale,1998,0.01,,,630,,,,,,,,,,
,3903,AOS,Shale,1998,0.01,,,790,,,,,,,,,,
,4049,AOS,Shale,1998,0.01,,,640,,,,,,,,,,
Boyd_and_Philippot_1998,MS-2,MOS,Schist,1998,1.2,16.6,,341,,,,,,,,,,
Whole Rock data,MS-3,MOS,Schist,1998,1.2,12.4,,422,,,,,,,,,,
"Moine metasediments, Scotland",MS-4,MOS,Schist,1998,1.2,14.4,,380,,,,,,,,,,
,MS-5,MOS,Schist,1998,1.2,14.8,,232,,,,,,,,,,
,MS-7,MOS,Schist,1998,1.2,15.0,,336,,,,,,,,,,
,MS-14,MOS,Schist,1998,1.2,14.3,,140,,,,,,,,,,
,MS-15,MOS,Schist,1998,1.2,8.4,,206,,,,,,,,,,
Sano_et_al_1998,KH93-3-DR3,OL,MORB,1998,0,-1.7,,,,,,,,3150,,,4.39E+005,139
MORB Glasses,KH93-3-DR6,OL,MORB,1998,0,-2.0,,,,,,,,4940,,,3.32E+005,67
,KH93-3-DR25,OL,MORB,1998,0,-2.3,,,,,,,,16600,,,2.52E+006,152
,CH31-DR11,OL,MORB,1998,0,-1.2,,,,,,,,5190,,,2.71E+005,52
,CH98-DR11,OL,MORB,1998,0,-3.1,,,,,,,,19200,,,1.87E+006,97
BABB,KT84-1-24-1,OL,BABB,1998,0,-1.9,,,,,,,,1780,,,2.09E+005,117
,KT84-1-24-2,OL,BABB,1998,0,1.9,,,,,,,,391,,,3.67E+004,94
,KT84-1-24-3,OL,BABB,1998,0,-2.7,,,,,,,,619,,,6.63E+004,107
,ST4-DV17-3,OL,BABB,1998,0,-1.1,,,,,,,,352,,,6.78E+004,193
,ST4-DV19-1,OL,BABB,1998,0,0.4,,,,,,,,2020,,,7.15E+005,354
,ST4-DV21-5,OL,BABB,1998,0,1.8,,,,,,,,362,,,2.99E+004,83
Minerals,Atsukawa,OL,Quartz,1998,0,-0.5,,,,,,,,303,,,2.89E+004,95
,Houei,OL,Fluorite,1998,0,5.0,,,,,,,,300,,,4.58E+005,1527
,Unzen,OL,Plagioclase,1998,0,4.1,,,,,,,,377,,,5.91E+004,157
,Miyake-jima,OL,Plagioclase,1998,0,0.0,,,,,,,,293,,,2.28E+004,78
,Hachijo-jima,OL,Plagioclase,1998,0,1.4,,,,,,,,311,,,3.03E+004,97
Beaumont_and_Robert_1999,PPRG 193,AOS,Kerogen,1999,3.5,5.9,,22,-35.2,,,,,,,,,
Cherts mostly marine some ,PPRG 182,AOS,Kerogen,1999,3.5,-3.0,,7,-31.7,,,,,,,,,
terrestrial ,Boudou 7025val,AOS,Kerogen,1999,3.5,1.4,,16,-25.3,,,,,,,,,
,Boudou 396A,AOS,Kerogen,1999,3.5,2.0,,45,-27.8,,,,,,,,,
We took the average of multiple ,2,AOS,Kerogen,1999,3.5,-1.6,,39,-29.9,,,,,,,,,
analyses of the same sample. ,4,AOS,Kerogen,1999,3.5,-0.3,,81,-28.4,,,,,,,,,
,4,AOS,Kerogen,1999,3.5,-2.6,,17,-35.7,,,,,,,,,
,1,AOS,Kerogen,1999,3.5,-4.3,,41,-32.4,,,,,,,,,
,PPRG 0113,AOS,Kerogen,1999,3.5,3.3,,52,-35.2,,,,,,,,,
,PPRG 006,AOS,Kerogen,1999,3.5,-4.4,,22,-32.7,,,,,,,,,
,PPRG 002,AOS,Kerogen,1999,3.5,4.9,,2,-33.7,,,,,,,,,
,PPRG 023,AOS,Kerogen,1999,3.4,-4.7,,106,-28.3,,,,,,,,,
,PPRG 331,AOS,Kerogen,1999,2.7,30.0,,61,-17.0,,,,,,,,,
,PPRG 330,AOS,Kerogen,1999,2.7,3.0,,32,-25.2,,,,,,,,,
,PPRG 325,AOS,Kerogen,1999,2.7,5.0,,6,-31.3,,,,,,,,,
,3,AOS,Kerogen,1999,2.7,8.8,,5,-47.4,,,,,,,,,
,6,AOS,Kerogen,1999,2.7,5.1,,3,-46.5,,,,,,,,,
,SBO 297,AOS,Kerogen,1999,2.7,2.4,,11,-29.3,,,,,,,,,
,SBO 283,AOS,Kerogen,1999,2.8,9.4,,7,-38.1,,,,,,,,,
,PPRG 278,AOS,Kerogen,1999,2.8,-2.5,,6,-37.7,,,,,,,,,
,36,AOS,Kerogen,1999,2.8,3.7,,7,-40.8,,,,,,,,,
,66,AOS,Kerogen,1999,2.1,2.1,,4,-40.6,,,,,,,,,
,5,AOS,Kerogen,1999,2.1,2.8,,6,-28.9,,,,,,,,,
,4,AOS,Kerogen,1999,2.1,3.1,,33,-35.1,,,,,,,,,
,3,AOS,Kerogen,1999,2,7.7,,16,-34.5,,,,,,,,,
,lc,AOS,Kerogen,1999,2,4.8,,4,-31.3,,,,,,,,,
,la,AOS,Kerogen,1999,2,4.3,,30,-32.0,,,,,,,,,
,l ,AOS,Kerogen,1999,2,2.5,,13,-33.6,,,,,,,,,
,5,AOS,Kerogen,1999,0.8,3.4,,3,-27.0,,,,,,,,,
,4,AOS,Kerogen,1999,0.7,2.1,,4,-30.2,,,,,,,,,
Bebout _et_al_1999b,LA,MOS,Schist,1999,0.1,,,640,,,,1.96,70,,,,,
Catalina Schist complex,LA,MOS,Schist,1999,0.1,,,695,,,,2.72,120,,,,,
mostly terreginous metasediments,LA,MOS,Schist,1999,0.1,,,410,,,,2.35,110,,,,,
LA = Lawsonite-albite,LA,MOS,Schist,1999,0.1,,,200,,,,1.26,52,,,,,
LB = Lawsonite-blueschist,LA,MOS,Schist,1999,0.1,,,900,,,,4.40,160,,,,,
EB = Epidote-blueschist,LA,MOS,Schist,1999,0.1,,,810,,,,4.40,162,,,,,
EA = Epidote-amphibolite,LA,MOS,Schist,1999,0.1,,,540,,,,1.54,79,,,,,
A = amphibolite,LA,MOS,Schist,1999,0.1,,,790,,,,3.67,125,,,,,
,LA,MOS,Schist,1999,0.1,,,710,,,,3.02,114,,,,,
,LB ,MOS,Schist,1999,0.1,,,735,,,,2.96,92,,,,,
,LB ,MOS,Schist,1999,0.1,,,315,,,,1.63,41,,,,,
,LB ,MOS,Schist,1999,0.1,,,710,,,,4.19,145,,,,,
,LB ,MOS,Schist,1999,0.1,,,1075,,,,1.59,61,,,,,
,EB,MOS,Schist,1999,0.1,,,810,,,,2.34,73,,,,,
,EB,MOS,Schist,1999,0.1,,,110,,,,0.78,24,,,,,
,EB,MOS,Schist,1999,0.1,,,65,,,,0.40,33,,,,,
,EB,MOS,Schist,1999,0.1,,,180,,,,0.74,27,,,,,
,EB,MOS,Schist,1999,0.1,,,170,,,,1.50,32,,,,,
,EB,MOS,Schist,1999,0.1,,,313,,,,2.08,59,,,,,
,EB,MOS,Schist,1999,0.1,,,194,,,,3.20,72,,,,,
,EB,MOS,Schist,1999,0.1,,,592,,,,1.82,46,,,,,
,EA,MOS,Schist,1999,0.1,,,740,,,,5.47,167,,,,,
,EA,MOS,Schist,1999,0.1,,,90,,,,0.74,20,,,,,
,EA,MOS,Schist,1999,0.1,,,230,,,,2.17,67,,,,,
,EA,MOS,Schist,1999,0.1,,,180,,,,2.12,64,,,,,
,EA,MOS,Schist,1999,0.1,,,30,,,,0.07,10,,,,,
,EA,MOS,Schist,1999,0.1,,,265,,,,2.70,80,,,,,
,A ,MOS,Schist,1999,0.1,,,65,,,,1.50,54,,,,,
,A ,MOS,Schist,1999,0.1,,,150,,,,2.68,124,,,,,
,A ,MOS,Schist,1999,0.1,,,160,,,,2.84,112,,,,,
,A ,MOS,Schist,1999,0.1,,,260,,,,0.78,75,,,,,
,A ,MOS,Schist,1999,0.1,,,35,,,,1.98,27,,,,,
,A ,MOS,Schist,1999,0.1,,,60,,,,1.58,45,,,,,
,A ,MOS,Schist,1999,0.1,,,110,,,,3.20,44,,,,,
,A ,MOS,Schist,1999,0.1,,,165,,,,2.20,63,,,,,
,A ,MOS,Schist,1999,0.1,,,205,,,,2.87,85,,,,,
,A ,MOS,Schist,1999,0.1,,,323,,,,3.21,114,,,,,
Hall_1999,Jabal Ras,CL,Granite,1999,0.05,,,3,,,,,,,,,,
Granites ,Jabal Ras,CL,Granite,1999,0.05,,,2,,,,,,,,,,
,Dubas,CL,Granite,1999,0.05,,,4,,,,,,,,,,
,Jabal Kabba,CL,Granite,1999,0.05,,,1,,,,,,,,,,
,Jabal Ash Sharqi,CL,Granite,1999,0.3,,,5,,,,,,,,,,
,Jabal Sabir,CL,Granite,1999,0.05,,,3,,,,,,,,,,
,Jabal Sabir,CL,Granite,1999,0.42,,,1,,,,,,,,,,
,Jabal Ash Sharqi,CL,Granite,1999,0.42,,,2,,,,,,,,,,
,Jabal Bura,CL,Granite,1999,0.275,,,3,,,,,,,,,,
,Donegal,CL,Granite,1999,0.295,,,9,,,,,,,,,,
,Cornwall,CL,Granite,1999,0.32,,,116,,,,,,,,,,
,B5,CL,Granite,1999,,,,69,,,,,,,,,,
,B176,CL,Granodiorite,1999,,,,162,,,,,,,,,,
,B170,CL,Granodiorite,1999,,,,210,,,,,,,,,,
,JAL4,CL,Granite,1999,,,,222,,,,,,,,,,
,D5,CL,Granite,1999,,,,156,,,,,,,,,,
,B178,CL,Granodiorite,1999,,,,39,,,,,,,,,,
,P450,CL,Granite,1999,,,,15,,,,,,,,,,
,B2,CL,Granite,1999,,,,83,,,,,,,,,,
,B511,CL,Aplite,1999,,,,74,,,,,,,,,,
,ESTR11,CL,Granite,1999,,,,32,,,,,,,,,,
,ESTR9,CL,Granite,1999,,,,59,,,,,,,,,,
,P452,CL,Granite,1999,,,,111,,,,,,,,,,
,B165,CL,Granodiorite,1999,,,,243,,,,,,,,,,
,D3,CL,Granite,1999,,,,129,,,,,,,,,,
,ALIJO,CL,Granite,1999,,,,165,,,,,,,,,,
,D1,CL,Granite,1999,,,,91,,,,,,,,,,
,ESTR10,CL,Granite,1999,,,,42,,,,,,,,,,
There are several zones of alteration: ,S Piero,CL,Granite,1999,,,,4,,,,,,,,,,
Greisenization,Fresh,CL,Granite,1999,,,,87,,,,5.23,,,,,,
,Altered,ACL,Granite,1999,,,,212,,,,4.17,,,,,,
Potassic alteration,Fresh,CL,Granite,1999,,,,73,,,,5.50,,,,,,
,Altered,ACL,Granite,1999,,,,259,,,,7.56,,,,,,
Kaolinization,Fresh,CL,Granite,1999,,,,69,,,,4.95,,,,,,
,Altered,ACL,Granite,1999,,,,104,,,,4.58,,,,,,
Bebout_et_al_1999a,1718,ACL,Granite,1999,0.4,1.0,,225,,,,4.62,,,,,,
Altered granite,SAG 278.6,ACL,Granite,1999,0.4,4.7,,46,,,,,,,,,,
,SAG 196.73,ACL,Granite,1999,0.4,3.3,,17,,,,,,,,,,
,1717,ACL,Granite,1999,0.4,1.6,,58,,,,4.47,,,,,,
,SAG 178.7,ACL,Granite,1999,0.4,4.8,,73,,,,,,,,,,
,SAG 96.25,ACL,Granite,1999,0.4,3.1,,24,,,,,,,,,,
,SAG 96.8,ACL,Granite,1999,0.4,4.0,,36,,,,,,,,,,
,1715,ACL,Granite,1999,0.4,2.8,,95,,,,6.17,,,,,,
Jia_and_ Kerrich_1999,B4,ACL,Mica,1999,2.7,16.8,,186,,,,,,,,,,
Hydrothermal micas _and_ granites from,B4-1,ACL,Mica,1999,2.7,17.2,,191,,,,,,,,,,
Superior province/Australia,B5,ACL,Mica,1999,2.7,16.7,,170,,,,,,,,,,
,D-1,ACL,Mica,1999,2.7,15.6,,160,,,,,,,,,,
,HGI-A,ACL,Mica,1999,2.7,15.1,,80,,,,,,,,,,
,HGI-B,ACL,Mica,1999,2.7,14.6,,100,,,,,,,,,,
,HGI-C,ACL,Mica,1999,2.7,17.8,,120,,,,,,,,,,
,HGI-D,ACL,Mica,1999,2.7,15.6,,111,,,,,,,,,,
,HGI-E,ACL,Mica,1999,2.7,16.0,,113,,,,,,,,,,
,HGI-F,ACL,Mica,1999,2.7,17.4,,128,,,,,,,,,,
,HGII-1,ACL,Mica,1999,2.7,14.7,,30,,,,,,,,,,
,HGII-2,ACL,Mica,1999,2.7,17.1,,40,,,,,,,,,,
,HGII-3,ACL,Mica,1999,2.7,20.9,,38,,,,,,,,,,
,HGII-4,ACL,Mica,1999,2.7,21.0,,42,,,,,,,,,,
,HGII-5,ACL,Mica,1999,2.7,17.0,,42,,,,,,,,,,
,GHIA,ACL,Mica,1999,2.7,18.1,,150,,,,,,,,,,
,GHIB,ACL,Mica,1999,2.7,19.8,,170,,,,,,,,,,
,GHIC,ACL,Mica,1999,2.7,16.9,,140,,,,,,,,,,
,NMT170,ACL,Mica,1999,2.7,11.8,,110,,,,,,,,,,
,NMT230,ACL,Mica,1999,2.7,13.5,,114,,,,,,,,,,
,WL170,ACL,Mica,1999,2.7,12.8,,19,,,,,,,,,,
,WL230,ACL,Mica,1999,2.7,14.8,,19,,,,,,,,,,
,WL100,ACL,Mica,1999,2.7,20.7,,19,,,,,,,,,,
,WL230,ACL,Mica,1999,2.7,16.6,,20,,,,,,,,,,
,DVB100,ACL,Mica,1999,2.7,10.1,,40,,,,,,,,,,
,DVB170,ACL,Mica,1999,2.7,11.4,,35,,,,,,,,,,
,DVB230,ACL,Mica,1999,2.7,11.1,,35,,,,,,,,,,
,HD-1,ACL,Mica,1999,2.7,13.6,,23,,,,,,,,,,
,HD-2,ACL,Mica,1999,2.7,10.4,,19,,,,,,,,,,
,MCT,ACL,Mica,1999,2.7,7.0,,57,,,,,,,,,,
,MCT-1,ACL,Mica,1999,2.7,14.0,,53,,,,,,,,,,
,PL,ACL,Mica,1999,2.7,14.3,,28,,,,,,,,,,
,PL-1,ACL,Mica,1999,2.7,13.9,,30,,,,,,,,,,
,CHR-A,ACL,Mica,1999,2.7,12.9,,30,,,,,,,,,,
,CHR-B,ACL,Mica,1999,2.7,14.6,,31,,,,,,,,,,
,PL1,CL,Granite,1999,2.7,5.3,,20,,,,,,,,,,
,PL1a,CL,Granite,1999,2.7,5.0,,20,,,,,,,,,,
,PL1b,CL,Granite,1999,2.7,2.6,,20,,,,,,,,,,
,PL2,CL,Granite,1999,2.7,-1.6,,50,,,,,,,,,,
,PL2-1,CL,Granite,1999,2.7,-3.0,,20,,,,,,,,,,
,MRAI-1,ACL,Mica,1999,2.6,13.0,,20,,,,,,,,,,
,MRAI-2,ACL,Mica,1999,2.6,19.0,,20,,,,,,,,,,
,MRAII-1,ACL,Mica,1999,2.6,14.0,,20,,,,,,,,,,
,NNM-1,ACL,Mica,1999,2.6,10.9,,30,,,,,,,,,,
,NNM-2,ACL,Mica,1999,2.6,16.4,,30,,,,,,,,,,
,NNM-a,ACL,Mica,1999,2.6,20.6,,50,,,,,,,,,,
,NNM-b,ACL,Mica,1999,2.6,16.1,,40,,,,,,,,,,
,NR10-1,ACL,Mica,1999,2.6,8.7,,20,,,,,,,,,,
,NR7-1,ACL,Mica,1999,2.6,22.6,,70,,,,,,,,,,
,RT-1,ACL,Mica,1999,2.6,15.9,,20,,,,,,,,,,
,RT-2,ACL,Mica,1999,2.6,23.7,,20,,,,,,,,,,
,VHW-1,ACL,Mica,1999,2.6,12.6,,10,,,,,,,,,,
Dauphas_and_ Marty_1999,,X,Dunite,1999,0.37,1.9,1.1,0.11,,,,0.02,,612,9.28E-014,5.69E-011,4.27E+004,70
Carbonitite magmas with some xenoliths,,X,Dunite,1999,0.37,3.5,1.4,0.05,,,,0.02,,5103,7.62E-015,3.89E-011,2.28E+005,45
,,M,Turjaite,1999,0.37,3.5,1.1,0.17,,,,0.25,,4281,3.04E-014,1.30E-010,1.01E+005,24
D = Dunite,,X,Dunite,1999,0.37,4.6,1.3,0.04,,,,0.40,,2497,1.05E-014,2.63E-011,1.35E+005,54
T = Turjaite,,M,Phoscorite,1999,0.37,6.0,1.3,0.04,,,,0.02,,2376,1.08E-014,2.57E-011,1.20E+005,51
Ph = Phoscorite,,M,Pyroxenite,1999,0.37,2.7,2.2,0.01,,,,0.48,,2062,2.04E-015,4.20E-012,1.33E+005,64
Py = Pyroxenite,,M,Pyroxenite,1999,0.37,2.6,1.2,0.10,,,,1.20,,2102,1.87E-014,3.93E-011,1.82E+005,87
Cc = Calcite Carbonatite,,M,Pyroxenite,1999,0.37,-0.2,2.5,0.02,,,,0.95,,1485,4.24E-015,6.30E-012,1.34E+005,90
Dc = Dolomite Carbonatite,Cc,M,Carbonatite,1999,0.37,5.3,1.1,0.22,,,,1.38,,532,1.32E-013,7.01E-011,6.05E+004,114
I = Ijolite,Cc,M,Carbonatite,1999,0.37,1.7,1.2,0.57,,,,0.03,,691,3.94E-013,2.73E-010,5.13E+004,74
O =Ore,D,X,Dunite,1999,0.37,3.6,1.4,0.17,,,,1.05,,2144,2.46E-014,5.27E-011,2.47E+005,115
Cpx = Clinopyroxenite,Dc,M,Carbonatite,1999,0.37,6.5,1.5,0.07,,,,0.12,,745,4.54E-014,3.38E-011,5.51E+004,74
,I,M,Ijolite,1999,0.37,4.3,1.5,0.05,,,,2.81,,3720,1.26E-014,4.68E-011,1.39E+005,37
,O,M,Ore,1999,0.37,2.6,1.2,0.04,,,,0.80,,1415,1.48E-014,2.10E-011,1.00E+005,71
,O,M,Ore,1999,0.37,1.1,1.2,0.19,,,,2.06,,1456,6.34E-014,9.24E-011,1.09E+005,75
,Cpx,M,Pyroxenite,1999,0.37,0.7,1.1,0.10,,,,0.22,,926,5.51E-014,5.11E-011,6.39E+004,69
,Dc,M,Carbonatite,1999,0.37,5.1,1.2,0.08,,,,0.02,,716,4.65E-014,3.33E-011,6.08E+004,85
Marty_and_ Zimmerman_1999,CLDR01,OL,MORB,1999,0,-8.1,0.6,0.033,-3.8,,,,,10215,1.25293657008614E-015,1.28E-011,9.34E+005,91
,CLDR04,OL,MORB,1999,0,-3.7,0.5,0.075,-3.4,,,,,4734,1.16156282998944E-015,5.5E-012,2.31E+006,487
,CY82 31 01,OL,MORB,1999,0,-3.1,2.8,0.003,,,,,,429.7,1.46273508242396E-014,6.3E-012,8.20E+003,19
,SR1DR04,OL,MORB,1999,0,-3.6,1.2,0.003,-6.3,,,,,735.8,4.20738327904452E-015,3.1E-012,2.38E+004,32
,ND 11-2 #1,OL,MORB,1999,0,-3.3,0.7,0.069,,,,,,500.9,1.27515441322973E-014,6.4E-012,1.93E+005,385
,ND 11-2 #2,OL,MORB,1999,0,-3.5,0.5,0.044,,,,,,1427,1.5406162464986E-015,2.2E-012,1.01E+006,710
,ND 11-2 #3,OL,MORB,1999,0,-8.9,0.5,0.087,,,,,,171.8,9.83796296296296E-015,1.7E-012,3.16E+005,1840
,ND 12-2,OL,MORB,1999,0,0.6,0.9,0.008,,,,,,913.8,2.40489724529952E-015,2.2E-012,1.16E+005,127
,ND 15-4,OL,MORB,1999,0,-1.0,0.9,0.013,,,,,,859.7,3.83408853258975E-015,3.3E-012,1.25E+005,146
,ND 18-1,OL,MORB,1999,0,,,,,,,,,1098,1.3648771610555E-016,1.5E-013,1.57E+005,143
,ND 19-8,OL,MORB,1999,0,1.0,0.9,0.010,,,,,,1782,1.40213123948402E-015,2.5E-012,2.64E+005,148
,ND 21-3,OL,MORB,1999,0,,,,,,,,,697.8,1.71722953634803E-016,1.2E-013,1.75E+005,250
,ND21-4,OL,MORB,1999,0,-4.0,0.4,0.027,-3.7,,,,,4456,1.1667040610276E-015,5.2E-012,8.23E+005,185
,SR2DR02,OL,MORB,1999,0,-3.0,0.6,0.005,,,,,,519.7,5.37737660841175E-015,2.8E-012,3.53E+004,68
,SR2DR03,OL,MORB,1999,0,-3.2,0.7,0.025,,,,,,706.5,1.5547703180212E-015,1.1E-012,5.72E+005,810
,KS 11 A,OL,MORB,1999,0,-0.7,1.0,0.008,-6.3,,,,,469.5,1.57492029755579E-014,7.41E-012,1.71E+004,37
,KS 12 A,OL,MORB,1999,0,,,,,,,,,423,2.19339622641509E-015,9.3E-013,1.82E+004,43
,KS 04 A,OL,MORB,1999,0,2.1,0.6,0.021,,,,,,387.9,4.67986628953459E-014,1.82E-011,1.62E+004,42
,MR80 59 4,OL,MORB,1999,0,3.1,0.7,0.043,-5.9,,,,,362.3,7.76218001651528E-014,2.82E-011,1.98E+004,55
,HY09-07H,OL,MORB,1999,0,-1.3,1.0,0.111,-6.4,,,,,845.6,2.71674935034255E-014,2.3E-011,1.46E+005,173
,JC 217 D1 (3),OL,MORB,1999,0,-2.1,0.6,0.034,-2.5,,,,,4249,3.74117647058824E-015,1.59E-011,3.26E+005,77
,JC 0300703D1,OL,MORB,1999,0,1.8,0.3,0.070,-5.3,,,,,491.9,5.64008926759992E-014,2.78E-011,4.45E+004,90
,MD23-4,OL,MORB,1999,0,-6.9,0.6,0.079,-3.2,,,,,3463,1.35392609699769E-014,4.69E-011,2.08E+005,60
,MD57 D4-4,OL,MORB,1999,0,-4.7,0.3,0.028,,,,,,3555,2.75590551181102E-015,9.8E-012,3.66E+005,103
,MD23-2,OL,MORB,1999,0,-3.9,0.4,0.118,-4.0,,,,,3676,9.62741365243405E-015,3.54E-011,4.39E+005,120
,MD370301,OL,MORB,1999,0,-3.9,0.3,0.074,,,,,,5509,6.62431941923775E-015,3.65E-011,4.02E+005,73
,SWIR DR2-3,OL,MORB,1999,0,-2.4,0.4,0.147,-6.1,,,,,1862,2.49597423510467E-014,4.65E-011,2.10E+005,113
,MD23-1,OL,MORB,1999,0,,,,,,,,,1886,3.49761526232114E-015,6.6E-012,,
,ST2-17-6,OL,MORB,1999,0,0.8,0.5,0.010,,,,,,531.9,6.19253143178833E-015,3.3E-012,5.65E+004,106
,ST2-17-7,OL,MORB,1999,0,-0.5,0.4,0.115,-4.3,,,,,3339,5.89820359281437E-015,1.97E-011,6.97E+005,209
,ST-17-10,OL,MORB,1999,0,,,0.01,-3.3,,,,,666.7,5.24187509360491E-015,3.5E-012,6.81E+004,102
Nishio_et_al_1999,KH93-3-DR3-A1,OL,MORB,1999,0,-1.7,,0.23,-2.6,,,,,3150,1.87301587301587E-014,5.90187301587302E-011,4.38E+005,139
,KH93-3-DR1-f1,OL,MORB,1999,0,-2.2,,0.10,-3.0,,,,,515,7.96116504854369E-014,4.10796116504854E-011,4.36E+004,85
,KH93-3-DR9-G1,OL,MORB,1999,0,-1.0,,0.29,-5.6,,,,,11300,7.16814159292035E-015,8.10071681415929E-011,1.42E+006,125
,KH93-3-DR25-A1,OL,MORB,1999,0,-2.3,,0.22,-3.1,,,,,17000,3.05882352941176E-015,5.20030588235294E-011,2.59E+006,152
,KH93-3-DR25-A2,OL,MORB,1999,0,-1.6,,0.31,-2.1,,,,,704,1.03693181818182E-013,7.31036931818182E-011,1.06E+005,151
,KH93-3-DR6-A1,OL,MORB,1999,0,-2.0,,0.20,-4.0,,,,,4950,2.1010101010101E-014,1.0402101010101E-010,3.33E+005,67
,CH31-DR11,OL,MORB,1999,0,-1.2,,0.07,-5.7,,,,,5190,9.2485549132948E-015,4.80092485549133E-011,2.71E+005,52
,CH98-DR11,OL,MORB,1999,0,-3.1,,0.09,-3.1,,,,,19000,1.73684210526316E-015,3.30017368421053E-011,1.85E+006,97
Bebout_et_al_1999a,KDC-50,MOS,Schist,1999,0.4,3.7,,803,,,,3.07,151,,,,,
Altered sedimentary rocks,KDC-45,MOS,Schist,1999,0.4,3.7,,908,,,,2.89,147,,,,,
from the Skiddaw aureole,KDC-30,MOS,Schist,1999,0.4,3.1,,848,,,,3.50,160,,,,,
,KDC-26,MOS,Schist,1999,0.4,3.9,,837,,,,3.11,146,,,,,
,KDC-23,MOS,Schist,1999,0.4,3.6,,893,,,,3.31,157,,,,,
,KDC-19,MOS,Schist,1999,0.4,4.1,,863,,,,3.34,155,,,,,
,KDC-13,MOS,Schist,1999,0.4,3.7,,667,,,,3.07,150,,,,,
,KDC-12,MOS,Schist,1999,0.4,3.3,,859,,,,3.04,151,,,,,
,KDC-8,MOS,Schist,1999,0.4,4.2,,740,,,,3.25,155,,,,,
,KDC-7,MOS,Schist,1999,0.4,3.9,,831,,,,3.35,165,,,,,
